,cycle,population_active__t1,population_passive__t1,population_total__t1,mut_population_active__t1,mut_population_passive__t1,mut_population_total__t1,population_active__t2,population_passive__t2,population_total__t2,mut_population_active__t2,mut_population_passive__t2,mut_population_total__t2,population_active__t3,population_passive__t3,population_total__t3,mut_population_active__t3,mut_population_passive__t3,mut_population_total__t3
40,40,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
41,41,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
42,42,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
43,43,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
44,44,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
45,45,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
46,46,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
47,47,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
48,48,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
49,49,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
50,50,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
51,51,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
52,52,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
53,53,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
54,54,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
55,55,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
56,56,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
57,57,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
58,58,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
59,59,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
60,60,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
61,61,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
62,62,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
63,63,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
64,64,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
65,65,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
66,66,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
67,67,2,2,4,0,0,0,2,2,4,0,0,0,2,2,4,0,0,0
68,68,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
69,69,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
70,70,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
71,71,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
72,72,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
73,73,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
74,74,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
75,75,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
76,76,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
77,77,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
78,78,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
79,79,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
80,80,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
81,81,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
82,82,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
83,83,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
84,84,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
85,85,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
86,86,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
87,87,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
88,88,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
89,89,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
90,90,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
91,91,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
92,92,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
93,93,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
94,94,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
95,95,4,4,8,0,0,0,4,4,8,0,0,0,4,4,8,2,0,2
96,96,4,4,8,0,0,0,4,4,8,0,0,0,5,4,9,3,0,3
97,97,4,4,8,0,0,0,4,4,8,0,0,0,5,4,9,3,0,3
98,98,4,4,8,0,0,0,4,4,8,0,0,0,6,4,10,4,0,4
99,99,4,4,8,0,0,0,4,4,8,0,0,0,6,4,10,4,0,4
100,100,4,4,8,0,0,0,4,4,8,0,0,0,6,4,10,4,0,4
101,101,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
102,102,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
103,103,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
104,104,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
105,105,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
106,106,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
107,107,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
108,108,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
109,109,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
110,110,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
111,111,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
112,112,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
113,113,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
114,114,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
115,115,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
116,116,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
117,117,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
118,118,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
119,119,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
120,120,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
121,121,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
122,122,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
123,123,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
124,124,8,8,16,0,0,0,8,8,16,0,0,0,8,8,16,6,2,8
125,125,8,8,16,0,0,0,8,8,16,0,0,0,8,9,17,6,3,9
126,126,8,8,16,0,0,0,8,8,16,0,0,0,8,9,17,6,3,9
127,127,8,8,16,0,0,0,8,8,16,0,0,0,8,9,17,6,3,9
128,128,8,8,16,0,0,0,8,8,16,0,0,0,10,9,19,8,3,11
129,129,8,8,16,0,0,0,8,8,16,0,0,0,10,10,20,8,4,12
130,130,8,8,16,0,0,0,8,8,16,0,0,0,12,10,22,10,4,14
131,131,8,8,16,0,0,0,8,8,16,0,0,0,14,10,24,12,4,16
132,132,8,8,16,0,0,0,8,8,16,0,0,0,14,10,24,12,4,16
133,133,8,8,16,0,0,0,8,8,16,0,0,0,14,10,24,12,4,16
134,134,8,8,16,0,0,0,8,8,16,0,0,0,14,10,24,12,4,16
135,135,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
136,136,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
137,137,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
138,138,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
139,139,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
140,140,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
141,141,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
142,142,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
143,143,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
144,144,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
145,145,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
146,146,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
147,147,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
148,148,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
149,149,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
150,150,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
151,151,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
152,152,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
153,153,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
154,154,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
155,155,16,16,32,4,0,4,16,16,32,0,0,0,16,16,32,14,8,22
156,156,16,16,32,4,0,4,16,16,32,0,0,0,16,18,34,14,10,24
157,157,16,16,32,4,0,4,16,16,32,0,0,0,16,18,34,14,10,24
158,158,16,16,32,4,0,4,16,16,32,0,0,0,16,18,34,14,10,24
159,159,17,16,33,5,0,5,16,16,32,0,0,0,16,19,35,14,11,25
160,160,17,16,33,5,0,5,16,16,32,0,0,0,20,19,39,18,11,29
161,161,18,16,34,6,0,6,16,16,32,0,0,0,20,21,41,18,13,31
162,162,18,16,34,6,0,6,16,16,32,0,0,0,25,23,48,23,15,38
163,163,18,16,34,6,0,6,16,16,32,0,0,0,29,24,53,27,16,43
164,164,18,16,34,6,0,6,16,16,32,0,0,0,30,24,54,28,16,44
165,165,19,16,35,7,0,7,16,16,32,0,0,0,30,24,54,28,16,44
166,166,20,16,36,8,0,8,16,16,32,0,0,0,30,24,54,28,16,44
167,167,20,16,36,8,0,8,16,16,32,0,0,0,30,24,54,28,16,44
168,168,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
169,169,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
170,170,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
171,171,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
172,172,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
173,173,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
174,174,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
175,175,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
176,176,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
177,177,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
178,178,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
179,179,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
180,180,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
181,181,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
182,182,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
183,183,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
184,184,32,32,64,12,0,12,32,32,64,2,6,8,32,32,64,30,16,46
185,185,32,32,64,12,0,12,32,32,64,2,6,8,32,33,65,30,17,47
186,186,32,32,64,12,0,12,32,32,64,2,6,8,32,33,65,30,17,47
187,187,32,32,64,12,0,12,32,32,64,2,6,8,32,38,70,30,22,52
188,188,32,32,64,12,0,12,32,32,64,2,6,8,32,38,70,30,22,52
189,189,32,32,64,12,0,12,32,32,64,2,6,8,32,38,70,30,22,52
190,190,32,32,64,12,0,12,32,32,64,2,6,8,32,40,72,30,24,54
191,191,34,32,66,14,0,14,32,32,64,2,6,8,33,40,73,31,24,55
192,192,34,32,66,14,0,14,32,32,64,2,6,8,41,40,81,39,24,63
193,193,37,32,69,17,0,17,33,34,67,3,8,11,48,42,90,46,26,72
194,194,37,32,69,17,0,17,33,35,68,3,9,12,53,44,97,51,28,79
195,195,38,32,70,18,0,18,33,35,68,3,9,12,53,48,101,51,32,83
196,196,38,32,70,18,0,18,34,35,69,4,9,13,59,48,107,57,32,89
197,197,39,32,71,19,0,19,34,35,69,4,9,13,61,48,109,59,32,91
198,198,42,32,74,22,0,22,34,36,70,4,10,14,61,48,109,59,32,91
199,199,44,32,76,24,0,24,34,37,71,4,11,15,62,48,110,60,32,92
200,200,44,32,76,24,0,24,34,38,72,4,12,16,62,48,110,60,32,92
201,201,44,32,76,24,0,24,34,38,72,4,12,16,62,48,110,60,32,92
202,202,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
203,203,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
204,204,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
205,205,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
206,206,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
207,207,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
208,208,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
209,209,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
210,210,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
211,211,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
212,212,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
213,213,64,64,128,30,2,32,64,64,128,12,18,30,64,64,128,60,34,94
214,214,64,64,128,30,2,32,64,64,128,12,18,30,64,66,130,60,36,96
215,215,64,64,128,30,2,32,64,64,128,12,18,30,64,66,130,60,36,96
216,216,64,64,128,30,2,32,64,64,128,12,18,30,64,68,132,60,38,98
217,217,64,64,128,30,2,32,64,64,128,12,18,30,64,68,132,60,38,98
218,218,64,64,128,30,2,32,64,64,128,12,18,30,64,76,140,60,46,106
219,219,64,64,128,30,2,32,64,64,128,12,18,30,65,77,142,61,47,108
220,220,64,64,128,30,2,32,64,64,128,12,18,30,65,77,142,61,47,108
221,221,64,64,128,30,2,32,64,64,128,12,18,30,68,81,149,64,51,115
222,222,68,64,132,34,2,36,64,64,128,12,18,30,71,81,152,67,51,118
223,223,68,64,132,34,2,36,64,64,128,12,18,30,75,82,157,71,52,123
224,224,70,64,134,36,2,38,66,68,134,14,22,36,96,82,178,92,52,144
225,225,74,64,138,40,2,42,66,68,134,14,22,36,105,86,191,101,56,157
226,226,76,64,140,42,2,44,66,70,136,14,24,38,112,90,202,108,60,168
227,227,79,64,143,45,2,47,67,70,137,15,24,39,112,90,202,108,60,168
228,228,81,65,146,47,3,50,71,71,142,19,25,44,120,96,216,116,66,182
229,229,81,65,146,47,3,50,72,75,147,20,29,49,122,96,218,118,66,184
230,230,84,66,150,50,4,54,73,76,149,21,30,51,122,97,219,118,67,185
231,231,90,66,156,56,4,60,75,80,155,23,34,57,124,98,222,120,68,188
232,232,94,66,160,60,4,64,75,80,155,23,34,57,124,98,222,120,68,188
233,233,94,66,160,60,4,64,76,82,158,24,36,60,124,98,222,120,68,188
234,234,94,66,160,60,4,64,76,82,158,24,36,60,124,98,222,120,68,188
235,235,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
236,236,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
237,237,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
238,238,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
239,239,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
240,240,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
241,241,128,128,256,70,10,80,128,128,256,42,42,84,128,128,256,120,76,196
242,242,128,128,256,70,10,80,128,128,256,42,42,84,128,129,257,120,77,197
243,243,128,128,256,70,10,80,128,128,256,42,42,84,128,134,262,120,82,202
244,244,128,128,256,70,10,80,128,128,256,42,42,84,128,134,262,120,82,202
245,245,128,128,256,70,10,80,128,128,256,42,42,84,128,138,266,120,86,206
246,246,129,128,257,71,10,81,128,128,256,42,42,84,129,138,267,121,86,207
247,247,129,128,257,71,10,81,129,128,257,43,42,85,131,138,269,123,86,209
248,248,129,128,257,71,10,81,129,128,257,43,42,85,132,138,270,124,86,210
249,249,129,128,257,71,10,81,129,129,258,43,43,86,135,154,289,127,102,229
250,250,129,128,257,71,10,81,129,130,259,43,44,87,138,154,292,130,102,232
251,251,130,128,258,72,10,82,130,130,260,44,44,88,141,154,295,133,102,235
252,252,130,128,258,72,10,82,131,130,261,45,44,89,146,162,308,138,110,248
253,253,130,128,258,72,10,82,131,131,262,45,45,90,156,162,318,148,110,258
254,254,136,128,264,78,10,88,131,132,263,45,46,91,163,164,327,155,112,267
255,255,140,128,268,82,10,92,134,137,271,48,51,99,178,165,343,170,113,283
256,256,140,128,268,82,10,92,134,139,273,48,53,101,214,165,379,206,113,319
257,257,148,128,276,90,10,100,134,140,274,48,54,102,220,181,401,212,129,341
258,258,154,128,282,96,10,106,134,144,278,48,58,106,230,182,412,222,130,352
259,259,158,130,288,100,12,112,134,146,280,48,60,108,230,182,412,222,130,352
260,260,162,131,293,104,13,117,143,146,289,57,60,117,230,182,412,222,130,352
261,261,163,132,295,105,14,119,146,150,296,60,64,124,242,193,435,234,141,375
262,262,167,136,303,109,18,127,153,154,307,67,68,135,244,196,440,236,144,380
263,263,177,136,313,119,18,137,157,156,313,71,70,141,244,200,444,236,148,384
264,264,187,138,325,129,20,149,162,164,326,76,78,154,248,203,451,240,151,391
265,265,197,138,335,139,20,159,165,164,329,79,78,157,248,203,451,240,151,391
266,266,198,138,336,140,20,160,170,169,339,84,83,167,248,205,453,240,153,393
267,267,198,138,336,140,20,160,170,170,340,84,84,168,248,206,454,240,154,394
268,268,198,138,336,140,20,160,170,170,340,84,84,168,248,206,454,240,154,394
269,269,256,256,512,152,46,198,256,256,512,94,104,198,256,259,515,240,161,401
270,270,256,256,512,152,46,198,257,256,513,95,104,199,256,259,515,240,161,401
271,271,256,256,512,152,46,198,258,256,514,96,104,200,256,260,516,240,162,402
272,272,256,256,512,152,46,198,258,256,514,96,104,200,256,270,526,240,172,412
273,273,256,256,512,152,46,198,258,256,514,96,104,200,256,270,526,240,172,412
274,274,256,256,512,152,46,198,258,256,514,96,104,200,258,278,536,242,180,422
275,275,256,256,512,152,46,198,258,256,514,96,104,200,258,278,536,242,180,422
276,276,258,256,514,154,46,200,258,256,514,96,104,200,258,278,536,242,180,422
277,277,258,256,514,154,46,200,258,256,514,96,104,200,263,278,541,247,180,427
278,278,258,256,514,154,46,200,258,256,514,96,104,200,269,278,547,253,180,433
279,279,258,256,514,154,46,200,258,258,516,96,106,202,276,278,554,260,180,440
280,280,258,256,514,154,46,200,258,258,516,96,106,202,285,308,593,269,210,479
281,281,258,256,514,154,46,200,260,260,520,98,108,206,285,308,593,269,210,479
282,282,262,256,518,158,46,204,262,260,522,100,108,208,295,308,603,279,210,489
283,283,264,256,520,160,46,206,262,262,524,100,110,210,300,324,624,284,226,510
284,284,264,257,521,160,47,207,263,264,527,101,112,213,317,324,641,301,226,527
285,285,278,259,537,174,49,223,265,265,530,103,113,216,342,329,671,326,231,557
286,286,286,260,546,182,50,232,271,273,544,109,121,230,355,332,687,339,234,573
287,287,286,260,546,182,50,232,275,280,555,113,128,241,367,335,702,351,237,588
288,288,286,260,546,182,50,232,275,280,555,113,128,241,438,337,775,422,239,661
289,289,304,260,564,200,50,250,275,282,557,113,130,243,444,372,816,428,274,702
290,290,308,262,570,204,52,256,276,293,569,114,141,255,462,372,834,446,274,720
291,291,325,262,587,221,52,273,278,293,571,116,141,257,462,374,836,446,276,722
292,292,330,262,592,226,52,278,288,293,581,126,141,267,462,377,839,446,279,725
293,293,334,265,599,230,55,285,295,303,598,133,151,284,484,379,863,468,281,749
294,294,339,275,614,235,65,300,305,313,618,143,161,304,488,398,886,472,300,772
295,295,350,282,632,246,72,318,317,317,634,155,165,320,488,406,894,472,308,780
296,296,364,287,651,260,77,337,321,332,653,159,180,339,496,413,909,480,315,795
297,297,386,295,681,282,85,367,332,344,676,170,192,362,496,423,919,480,325,805
298,298,403,298,701,299,88,387,340,348,688,178,196,374,496,425,921,480,327,807
299,299,405,301,706,301,91,392,351,358,709,189,206,395,496,431,927,480,333,813
300,300,407,302,709,303,92,395,354,360,714,192,208,400,496,432,928,480,334,814
301,301,408,302,710,304,92,396,354,360,714,192,208,400,496,446,942,480,348,828
302,302,512,512,1024,318,120,438,516,512,1028,224,256,480,512,546,1058,480,372,852
303,303,512,512,1024,318,120,438,516,512,1028,224,256,480,518,552,1070,486,378,864
304,304,512,512,1024,318,120,438,516,513,1029,224,257,481,518,555,1073,486,381,867
305,305,512,512,1024,318,120,438,516,513,1029,224,257,481,518,559,1077,486,385,871
306,306,517,512,1029,323,120,443,517,513,1030,225,257,482,520,559,1079,488,385,873
307,307,517,512,1029,323,120,443,517,514,1031,225,258,483,530,561,1091,498,387,885
308,308,518,512,1030,324,120,444,518,514,1032,226,258,484,547,563,1110,515,389,904
309,309,519,512,1031,325,120,445,518,516,1034,226,260,486,553,563,1116,521,389,910
310,310,520,512,1032,326,120,446,524,516,1040,232,260,492,562,572,1134,530,398,928
311,311,523,512,1035,329,120,449,524,516,1040,232,260,492,577,618,1195,545,444,989
312,312,527,512,1039,333,120,453,524,520,1044,232,264,496,591,618,1209,559,444,1003
313,313,534,512,1046,340,120,460,528,524,1052,236,268,504,597,618,1215,565,444,1009
314,314,538,516,1054,344,124,468,529,528,1057,237,272,509,606,648,1254,574,474,1048
315,315,539,518,1057,345,126,471,531,530,1061,239,274,513,635,649,1284,603,475,1078
316,316,543,518,1061,349,126,475,531,530,1061,239,274,513,669,660,1329,637,486,1123
317,317,581,520,1101,387,128,515,545,547,1092,253,291,544,717,670,1387,685,496,1181
318,318,581,520,1101,387,128,515,554,553,1107,262,297,559,722,677,1399,690,503,1193
319,319,582,522,1104,388,130,518,556,561,1117,264,305,569,790,680,1470,758,506,1264
320,320,586,524,1110,392,132,524,562,564,1126,270,308,578,878,716,1594,846,542,1388
321,321,621,528,1149,427,136,563,564,578,1142,272,322,594,890,755,1645,858,581,1439
322,322,629,528,1157,435,136,571,566,592,1158,274,336,610,924,765,1689,892,591,1483
323,323,660,528,1188,466,136,602,578,592,1170,286,336,622,924,772,1696,892,598,1490
324,324,670,533,1203,476,141,617,589,595,1184,297,339,636,924,776,1700,892,602,1494
325,325,682,544,1226,488,152,640,618,612,1230,326,356,682,924,779,1703,892,605,1497
326,326,688,563,1251,494,171,665,625,626,1251,333,370,703,925,779,1704,893,605,1498
327,327,712,576,1288,518,184,702,646,643,1289,354,387,741,925,779,1704,893,605,1498
328,328,725,586,1311,531,194,725,666,651,1317,374,395,769,925,780,1705,893,606,1499
329,329,758,596,1354,564,204,768,679,685,1364,387,429,816,925,780,1705,893,606,1499
330,330,789,610,1399,595,218,813,697,722,1419,405,466,871,925,781,1706,893,607,1500
331,331,819,620,1439,625,228,853,709,736,1445,417,480,897,925,781,1706,893,607,1500
332,332,823,629,1452,629,237,866,733,757,1490,441,501,942,925,781,1706,893,607,1500
333,333,828,632,1460,634,240,874,742,768,1510,450,512,962,925,781,1706,893,607,1500
334,334,832,632,1464,638,240,878,744,770,1514,452,514,966,925,781,1706,893,607,1500
335,335,832,632,1464,638,240,878,744,771,1515,452,515,967,925,781,1706,893,607,1500
336,336,838,634,1472,640,242,882,766,784,1550,454,519,973,925,781,1706,893,607,1500
337,337,847,653,1500,642,244,886,782,801,1583,454,521,975,925,782,1707,893,608,1501
